intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
8980000,0.02121677495569994,0.9760869565217392,0.02121677495569994,0.00818081976543774,6.8184855233853,6.0,4.428523302611448,signatures/ee9cb05018009af43429e83e7d502a0a.sig.gz,"GCF_000013645.1 Paraburkholderia xenovorans LB400 strain=LB400, ASM1364v1",ee9cb05018009af43429e83e7d502a0a,0.9760869565217392,8980000,0,414270000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8831244630927695,0.9992195433683515,0.9411720032305605,0.9992195433683515,6123,6123,748458
7870000,0.01859421145894861,0.998730964467005,0.01859421145894861,0.026416979977500407,25.123252858958068,17.0,27.388007941425666,signatures/264cfdad44548ad96c4a24b6a514a877.sig.gz,"GCF_000009705.1 Nostoc sp. PCC 7120 = FACHB-418 strain=PCC 7120, ASM970v1",264cfdad44548ad96c4a24b6a514a877,0.998730964467005,7870000,1,406400000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8793737072043619,0.9999590382118448,0.9396663727081034,0.9999590382118448,19772,25895,748458
6830000,0.0161370348493798,1.0,0.0161370348493798,0.0858859147741089,94.11713030746705,92.0,25.156046796886596,signatures/7141c3fbf206734950d13cadba0bf46c.sig.gz,"GCF_000196115.1 Rhodopirellula baltica SH 1 strain=1, ASM19611v1",7141c3fbf206734950d13cadba0bf46c,1.0,6830000,2,399570000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8753623482618084,1.0,0.9376811741309041,1.0,64282,90177,748458
6300000,0.014884819846426462,1.0,0.014884819846426462,0.013561215191767607,16.11111111111111,15.0,6.753743491307947,signatures/5165e0f27ae96c8a78da00c2d30a8e36.sig.gz,"GCA_000018565.1 Herpetosiphon aurantiacus DSM 785, ASM1856v1",5165e0f27ae96c8a78da00c2d30a8e36,1.0,6300000,3,393270000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8730844324703663,1.0,0.9365422162351831,1.0,10150,100327,748458
6160000,0.014554046072061429,0.9983792544570502,0.014554046072061429,0.014561939347298044,17.693181818181817,17.0,11.807919651632531,signatures/873822246822f8b6bfb60146d937a0d6.sig.gz,"GCF_020179505.1 Bacteroides thetaiotaomicron strain=Bt9236, ASM2017950v1",873822246822f8b6bfb60146d937a0d6,0.9983792544570502,6160000,4,387110000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8724517360029348,0.9999476768407795,0.9361997064218571,0.9999476768407795,10899,111226,748458
5470000,0.012923803898405199,0.9945454545454545,0.012923803898405199,0.008656464357385452,11.844606946983546,10.0,12.852545227020306,signatures/38729c6374925585db28916b82a6f513.sig.gz,"GCF_000021665.1 Shewanella baltica OS223 strain=OS223, ASM2166v1",38729c6374925585db28916b82a6f513,0.9945454545454545,5470000,5,381640000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.869114725681942,0.9998235808603149,0.9344691532711284,0.9998235808603149,6479,117705,748458
5320000,0.012569403425871234,0.9708029197080292,0.012569403425871234,0.00788554601594211,11.093984962406015,10.0,7.338653042689576,signatures/4d260a2e768d27ef2e2ec65bc61f4a57.sig.gz,"GCF_000195675.1 Bordetella bronchiseptica RB50 strain=RB50, ASM19567v1",4d260a2e768d27ef2e2ec65bc61f4a57,0.9708029197080292,5320000,6,376320000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8683355265692565,0.9990445922539738,0.9336900594116151,0.9990445922539738,5902,123607,748458
5290000,0.012498523331364442,1.0,0.012498523331364442,0.009666541075117108,13.676748582230625,13.0,6.497887399533479,signatures/56bdd31d168788f6b31dcd0751089a62.sig.gz,"GCF_000007345.1 Methanosarcina acetivorans C2A strain=C2A, ASM734v1",56bdd31d168788f6b31dcd0751089a62,1.0,5290000,7,371030000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.8681771381996986,1.0,0.9340885690998493,1.0,7235,130842,748458
5230000,0.012356763142350857,1.0,0.012356763142350857,0.017666989998102765,25.282982791587,25.0,7.965283005591732,signatures/dfa50aeabf6119ce79f0df1cf8158008.sig.gz,"GCF_000018865.1 Chloroflexus aurantiacus J-10-fl strain=J-10-fl, ASM1886v1",dfa50aeabf6119ce79f0df1cf8158008,1.0,5230000,8,365800000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.867857736688689,1.0,0.9339288683443445,1.0,13223,144065,748458
5170000,0.012215002953337271,0.9922630560928434,0.012120496160661548,0.009313815872099703,13.58869395711501,13.0,5.157597099998107,signatures/6adb50e9af41350a70ae1c547d324917.sig.gz,"GCF_002959625.1 Bacteroides vulgatus strain=ATCC 8492, ASM295962v1",6adb50e9af41350a70ae1c547d324917,1.0,5130000,9,360670000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,d3203dba9cdc43cd31b447c289480493,423250000,31,DNA,10000,42325,true,0.867534769243299,1.0,0.9337673846216494,1.0,6971,151036,748458
