intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
9304000,0.021896143934669286,0.9752620545073375,0.021896143934669286,0.008374621538741904,6.717325881341359,6.0,5.883694395959741,signatures/ee9cb05018009af43429e83e7d502a0a.sig.gz,"GCF_000013645.1 Paraburkholderia xenovorans LB400 strain=LB400, ASM1364v1",ee9cb05018009af43429e83e7d502a0a,0.9752620545073375,9304000,0,415611000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8840228124268892,0.9991922918479889,0.941607552137439,0.9991922918479889,62498,62498,7462785
7288000,0.017151665627243094,0.9990404386566141,0.017151665627243094,0.02330055066573672,23.859357848518112,18.0,30.15786501759856,signatures/264cfdad44548ad96c4a24b6a514a877.sig.gz,"GCF_000009705.1 Nostoc sp. PCC 7120 = FACHB-418 strain=PCC 7120, ASM970v1",264cfdad44548ad96c4a24b6a514a877,0.9990404386566141,7288000,1,408323000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8770859189743443,0.9999690320273533,0.9385274755008488,0.9999690320273533,173887,236385,7462785
7039000,0.01656566607439135,0.9998579545454546,0.01656566607439135,0.08909890878539312,94.46313396789317,92.0,28.31351929391231,signatures/7141c3fbf206734950d13cadba0bf46c.sig.gz,"GCF_000196115.1 Rhodopirellula baltica SH 1 strain=1, ASM19611v1",7141c3fbf206734950d13cadba0bf46c,0.9998579545454546,7039000,2,401284000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8761029161265562,0.9999954175735976,0.9380491668500769,0.9999954175735976,664926,901311,7462785
6604000,0.015541931915794924,0.9996972449288526,0.015541931915794924,0.014390606187904382,16.261962447001817,16.0,6.783946259918576,signatures/5165e0f27ae96c8a78da00c2d30a8e36.sig.gz,"GCA_000018565.1 Herpetosiphon aurantiacus DSM 785, ASM1856v1",5165e0f27ae96c8a78da00c2d30a8e36,0.9996972449288526,6604000,3,394680000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8743019593871876,0.9999902322763911,0.9371460958317893,0.9999902322763911,107394,1008705,7462785
6326000,0.014887683419036749,0.9990524320909665,0.014887683419036749,0.01470644002205611,17.34919380335125,16.0,8.746325102358275,signatures/873822246822f8b6bfb60146d937a0d6.sig.gz,"GCF_020179505.1 Bacteroides thetaiotaomicron strain=Bt9236, ASM2017950v1",873822246822f8b6bfb60146d937a0d6,0.9990524320909665,6326000,4,388354000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.873089850217655,0.9999694192696869,0.9365296347436709,0.9999694192696869,109751,1118456,7462785
5422000,0.012760199098643258,0.9998156002212797,0.012760199098643258,0.010080419039272872,13.874585023976392,13.0,11.105764948426147,signatures/56bdd31d168788f6b31dcd0751089a62.sig.gz,"GCF_000007345.1 Methanosarcina acetivorans C2A strain=C2A, ASM734v1",56bdd31d168788f6b31dcd0751089a62,0.9998156002212797,5422000,5,382932000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8687576211386532,0.9999940510892287,0.9343758361139409,0.9999940510892287,75228,1193684,7462785
5187000,0.012207147311815304,0.9902634593356243,0.012207147311815304,0.008142000607011993,11.714285714285714,9.0,15.065953401136216,signatures/38729c6374925585db28916b82a6f513.sig.gz,"GCF_000021665.1 Shewanella baltica OS223 strain=OS223, ASM2166v1",38729c6374925585db28916b82a6f513,0.9902634593356243,5187000,6,377745000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8675167660950394,0.9996844288122182,0.9336005974536288,0.9996844288122182,60762,1254446,7462785
5165000,0.012155372250920773,0.972473604826546,0.012138898367908876,0.007441457847170996,10.766576192322606,9.0,7.785822383859799,signatures/4d260a2e768d27ef2e2ec65bc61f4a57.sig.gz,"GCF_000195675.1 Bordetella bronchiseptica RB50 strain=RB50, ASM19567v1",4d260a2e768d27ef2e2ec65bc61f4a57,0.9737933634992458,5158000,7,372587000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8673978295064885,0.9991437168098037,0.9332707731581461,0.9991437168098037,55534,1309980,7462785
5063000,0.011915324241318852,0.9921599372794982,0.01191297082946001,0.010281818382815531,15.158237850651917,14.0,9.786098836558088,signatures/e41c93cc239f49bd10ebd38dfd343075.sig.gz,"GCF_000016425.1 Salinispora tropica CNB-440 strain=CNB-440, ASM1642v1",e41c93cc239f49bd10ebd38dfd343075,0.9923559388475108,5062000,8,367525000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.866839910990755,0.999752500738421,0.933296205864588,0.999752500738421,76731,1386711,7462785
5050000,0.0118847298871539,0.9998019801980198,0.011882376475295059,0.01706681888865886,25.225985343632402,25.0,8.79813839402512,signatures/dfa50aeabf6119ce79f0df1cf8158008.sig.gz,"GCF_000018865.1 Chloroflexus aurantiacus J-10-fl strain=J-10-fl, ASM1886v1",dfa50aeabf6119ce79f0df1cf8158008,1.0,5049000,9,362476000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,DNA,1000,424915,true,0.8667680235907929,1.0,0.9333840117953964,1.0,127366,1514077,7462785
