intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
8100000,0.019285714285714285,0.9529411764705882,0.019285714285714285,0.006939814121841364,6.296296296296297,6.0,3.7922742921985786,signatures/ee9cb05018009af43429e83e7d502a0a.sig.gz,"GCF_000013645.1 Paraburkholderia xenovorans LB400 strain=LB400, ASM1364v1",ee9cb05018009af43429e83e7d502a0a,0.9529411764705882,8100000,0,411900000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8804101149914761,0.9984463017305587,0.9394282083610175,0.9984463017305587,510,510,73489
7300000,0.017380952380952382,1.0,0.017380952380952382,0.026071929132251086,26.246575342465754,19.0,27.644405821128217,signatures/264cfdad44548ad96c4a24b6a514a877.sig.gz,"GCF_000009705.1 Nostoc sp. PCC 7120 = FACHB-418 strain=PCC 7120, ASM970v1",264cfdad44548ad96c4a24b6a514a877,1.0,7300000,1,404600000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8774617211650702,1.0,0.9387308605825351,1.0,1916,2426,73489
6500000,0.015476190476190477,1.0,0.015476190476190477,0.08212113377512281,92.84615384615384,89.0,35.29010790542204,signatures/7141c3fbf206734950d13cadba0bf46c.sig.gz,"GCF_000196115.1 Rhodopirellula baltica SH 1 strain=1, ASM19611v1",7141c3fbf206734950d13cadba0bf46c,1.0,6500000,2,398100000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8741824163140088,1.0,0.9370912081570044,1.0,6035,8461,73489
6200000,0.014761904761904763,1.0,0.014761904761904763,0.013457796404904136,15.951612903225806,15.0,6.797597818951973,signatures/5165e0f27ae96c8a78da00c2d30a8e36.sig.gz,"GCA_000018565.1 Herpetosiphon aurantiacus DSM 785, ASM1856v1",5165e0f27ae96c8a78da00c2d30a8e36,1.0,6200000,3,391900000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8728509268074164,1.0,0.9364254634037081,1.0,989,9450,73489
5600000,0.013333333333333334,1.0,0.013333333333333334,0.013621086148947461,17.875,17.5,5.834204866866727,signatures/873822246822f8b6bfb60146d937a0d6.sig.gz,"GCF_020179505.1 Bacteroides thetaiotaomicron strain=Bt9236, ASM2017950v1",873822246822f8b6bfb60146d937a0d6,1.0,5600000,4,386300000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.86998978384089,1.0,0.9349948919204449,1.0,1001,10451,73489
5500000,0.013095238095238096,0.9482758620689655,0.013095238095238096,0.008205309638177142,10.963636363636363,9.0,7.2034427031010315,signatures/4d260a2e768d27ef2e2ec65bc61f4a57.sig.gz,"GCF_000195675.1 Bordetella bronchiseptica RB50 strain=RB50, ASM19567v1",4d260a2e768d27ef2e2ec65bc61f4a57,0.9482758620689655,5500000,5,380800000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8694842560718976,0.9982882465525336,0.9338862513122156,0.9982882465525336,603,11054,73489
5300000,0.012619047619047618,1.0,0.012619047619047618,0.018873572915674455,26.169811320754718,26.0,8.617086687696025,signatures/dfa50aeabf6119ce79f0df1cf8158008.sig.gz,"GCF_000018865.1 Chloroflexus aurantiacus J-10-fl strain=J-10-fl, ASM1886v1",dfa50aeabf6119ce79f0df1cf8158008,1.0,5300000,6,375500000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.868445947407876,1.0,0.934222973703938,1.0,1387,12441,73489
5100000,0.012142857142857143,1.0,0.012142857142857143,0.011756861571119487,16.941176470588236,16.0,9.229984735835703,signatures/e41c93cc239f49bd10ebd38dfd343075.sig.gz,"GCF_000016425.1 Salinispora tropica CNB-440 strain=CNB-440, ASM1642v1",e41c93cc239f49bd10ebd38dfd343075,1.0,5100000,7,370400000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8673690064898999,1.0,0.9336845032449499,1.0,864,13305,73489
4800000,0.011428571428571429,1.0,0.011428571428571429,0.010232823960048442,15.666666666666666,14.5,13.514395616855714,signatures/56bdd31d168788f6b31dcd0751089a62.sig.gz,"GCF_000007345.1 Methanosarcina acetivorans C2A strain=C2A, ASM734v1",56bdd31d168788f6b31dcd0751089a62,1.0,4800000,8,365600000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8656744086165583,1.0,0.9328372043082791,1.0,752,14057,73489
5000000,0.011904761904761904,0.96,0.011428571428571429,0.008695178870307121,13.3125,12.0,5.156534083083325,signatures/6adb50e9af41350a70ae1c547d324917.sig.gz,"GCF_002959625.1 Bacteroides vulgatus strain=ATCC 8492, ASM295962v1",6adb50e9af41350a70ae1c547d324917,1.0,4800000,9,360800000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8668151129316405,1.0,0.9334075564658202,1.0,639,14696,73489
4500000,0.010714285714285714,1.0,0.010714285714285714,0.010845160500210916,17.711111111111112,18.0,10.742692032203355,signatures/0f774696d30402cc9416e4339e29d022.sig.gz,"GCF_000019785.1 Leptothrix cholodnii SP-6 strain=SP-6, ASM1978v1",0f774696d30402cc9416e4339e29d022,1.0,4500000,10,356300000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8638740463713327,1.0,0.9319370231856663,1.0,797,15493,73489
4400000,0.010476190476190476,1.0,0.010476190476190476,0.0062186177523166734,10.386363636363637,10.5,6.932190750047298,signatures/38729c6374925585db28916b82a6f513.sig.gz,"GCF_000021665.1 Shewanella baltica OS223 strain=OS223, ASM2166v1",38729c6374925585db28916b82a6f513,1.0,4400000,11,351900000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8632480243772188,1.0,0.9316240121886095,1.0,457,15950,73489
4200000,0.01,1.0,0.01,0.037474996257943365,65.57142857142857,64.0,23.992203949202665,signatures/f3b3f1fde1daf747380e5c34717b290f.sig.gz,"GCF_000010305.1 Gemmatimonas aurantiaca T-27 strain=T-27, ASM1030v1",f3b3f1fde1daf747380e5c34717b290f,1.0,4200000,12,347700000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8619535664753031,1.0,0.9309767832376515,1.0,2754,18704,73489
4200000,0.01,1.0,0.01,0.03097062145355087,54.19047619047619,53.0,14.844011290814022,signatures/324074c7287ed934af4fd0a6a459aa30.sig.gz,"GCF_000022565.1 Acidobacterium capsulatum ATCC 51196 strain=ATCC 51196, ASM2256v1",324074c7287ed934af4fd0a6a459aa30,1.0,4200000,13,343500000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8619535664753031,1.0,0.9309767832376515,1.0,2276,20980,73489
4100000,0.009761904761904762,1.0,0.009761904761904762,0.010055926737334839,18.024390243902438,18.0,6.73356284077282,signatures/1c729d1b4c2b2aacad37b5a8530f2850.sig.gz,GCF_003513425.1 Desulfovibrio sp. ASM351342v1,1c729d1b4c2b2aacad37b5a8530f2850,1.0,4100000,14,339400000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,dec29ca72e68db0f15de0b1b46f82fc5,420000000,31,DNA,100000,4200,true,0.8612837955217117,1.0,0.9306418977608559,1.0,739,21719,73489
